text_id,text
5216,"I've had volleyball with him for three semesters. First class guy. He knows what he needs, and he sets requirements for each group individually. I compare it with him because I have already passed at least 6 WF - ow . He puts 5 for max 1 unjustified absence and he sticks to it. I think that you can safely recommend him to people who want to improve their game because his approach to work with us is professional. The remarks are correct, the activities are varied."
5217,"The hotel is nice. It fits into the area in which it is located. And in my opinion it is one of the main advantages of Masuria. The food in the restaurant is fresh and tasty. It is good that in the hotel, which is by the lake and by the forest, you can eat fish, mushrooms and jam from the lambs: ) Nice service. I was there the second time. I consider the stay to be successful, although once again the impression remains that someone could take care of such a beautiful hotel better, better keep an eye on the order. Sticky stains from the carpet in the room can be easily removed, you can sometimes check if the pool table is not flooded and covered with chips and you can fill up the soap dispensers in the bathroom in the room and at the restaurant; )"
5219,"Good value for money - as if by the roadside, but like a room on the other side it is quiet, clean, tidy, nice service - a tidy motel - I recommend! Breakfast is decent - good coffee - from the coffee machine at the cash desk - a little flies annoy - but well - this is the standard."
5220,"As the guest of January 10, I still maintain my opinion. The doctor was not caring and responsible. Everyone is entitled to their own opinion. I'm not the type to panic, and my judgment is not retaliation for Dr. Dr. . Maybe she treats patients who are privately pregnant differently. My two negative experiences give me the right to maintain my opinion."
5222,"In March we booked a room for August ( 4 days ). The price was to be 90 PLN per day. On the spot we were informed that this room costs 170zł, but will be rented to us for 140zł. Moreover, the employees did not even know for how long they arrived, in the system they had a one-day stay. They asked us to contact the manager, which was met with a categorical refusal of arrogant and insolent staff. They asked us for the official price list, but we were also sold. We were informed that the manager has the right to do whatever he wants because it's his hostel, he doesn't have to inform us about the price change, because it's our duty to call 2 days before arrival and ask if this reservation still exists at all. He added that the small print on their portal was given about the price change, however, when they asked us to show it, the employee said that he did not have access to it. When they told us that we were going to lodge a complaint with the Office of Competition and Consumer Protection, an employee said that in that case he was going to ask us out of the hostel. Unfortunately, we were not the only ones affected, and we were accosted by many people with similar problems. Avoid, and if you have been cheated by the hostel (or hostel at the fish market - > the same owner), report it by email to the Office of Competition and Consumer Protection (http://www.uokik.gov.pl/), it is worth that someone takes care of this problem."
5223,"The best place you can choose in Podhale ! For the second time I had the pleasure of spending a weekend in the guesthouse ""My Tatras"" . I am delighted with the climate and charm of this place. Spacious, clean, well-kept and beautifully decorated rooms, a living room where you can relax by the fireplace and play table tennis or watch a movie with friends, a place to play for the kids, a great home kitchen that can easily compete with this grandmother. You may find most of these things in a few other places, but you certainly won't find the atmosphere created by the owner, who takes care of every guest, who cares about the well-being of everyone, who is willing to talk about the local culture, who will recommend places worth seeing, will lift hearts of everyone. It was my second weekend here, but I hope there will be many more."
5224,"I recommend lunches in this guesthouse, inexpensive and very tasty. It is about accommodation, it was not yet a guest of the guesthouse, but she saw me have a family room. Very nice, clean and cozy. I will definitely come there one day for a longer stay. We go to Krynica with children every year for 12 years but only this year she used the restaurant and I regret that so late, because it is really worth eating there."
5225,"Delicious food, very big choice, two restaurants - regional Greek and international, who will find something for everyone, the choice is big so you can eat something different every day if you like variety. The rooms are elegantly furnished, very clean. The service is very nice. The only downside is the beach, near the street - a rocky beach we gave up using, the more so as it was very small. The rooms are on the hills so for some may be a disadvantage, but for the lazy, the hotel provides a taxi: ) we'll be back there for sure, a great place to relax completely."
5226,"I was at your doctor's in February on an ultrasound, he said the pregnancy was dead, with a mockery in his voice and a smile on his face he said 'this is how it is when you're in your thirties' he referred you to the hospital. after a teaspooning and 1 period went m for a check-up visit, and he told me he wouldn't accept me because they ran out of money from the fund and I have to come for 3 weeks. Currently I am in 16tc . she was in the clinic because for a few days she did not feel my son's movements (and she felt them for 2 weeks regularly) ladies nurses jumped over me for half an hour with the detector and checked my heart rate, unfortunately they did not feel anything. The doctor did not examine me for ultrasound, he did not even look at my stomach. . . . .because he had an interview with some newspaper! ! ! ! He didn't have time! He just told me to go to the hospital for the E.R. My husband is angry, I'm desperate for the situation."
5227,"The hotel is quite high level, although a few details are missing. The bathrobes in the rooms since there is an enclosed swimming pool, coffee, beer and drinks in all inc. could be in any bar and not just in the all inc. zone. This can be solved by reading the hotel card data. This is just the details. The worst is the company of guests. We went out after the season to leave Gdansk not far away because with two small children. In the week a cataclysm started very pleasantly. The butterfly that arrived here is mostly ""belfry"" who had a day off on the occasion of the teacher's day and surprisingly did not behave like teachers at all. On the contrary. Seeing something like that, you can have a grudge against young people in schools. . . . : - ) It was completed on Friday when the remaining vacancies were filled by ""Warszafffka"" this proverbial. Most of these people seem to be let out of the cage for the first time, enough for the first time they were allowed into the hotel. I understand the hotel's approach that after the season there are promotions to fill the vacant rooms and make money unfortunately this reflects on the holiday for guests. On the contrary, the children's zone was quieter than the adult zone which was filled by the mob. He doesn't write it as a typical outsider or boredom. On the contrary, I am 33 years old and I am a very entertaining person, but seeing such ""guests"" I am not surprised by the opinion about Poles in the world. : - ) : - ) : - ) To sum up the hotel after the season revelation. From Sunday afternoon to Thursday to 12 pm. 00 ."
5228,"Positive impressions, worth recommending, however, 5 stars should not be set for it is Turkish something around 4 . Purity as in the Turks ; ) service without any problems . However, the most important thing was the weather and the beach - here the expectations were met - the beach is clean, the water in the sea also. Hotel swimming pools clean"
5229,"Lack of respect for guests, even rudeness from the mouth of the hostess. In addition, ""throwing away"" guests at 10 o'clock. 00 00 from the room even if the reservation form states that you can check out by 12 o'clock. 00 ! Really lack of professionalism and pure understanding for people (traveling with a 4 month old child is not so easy and I think it wouldn't bother m if m checked out an hour later! ) . The housekeeper is only seemingly nice, she has bad bad bad things to say and she is very feisty. It was the worst holiday she could have imagined! I wish you, dear hosts, that all guests will finally stop greeting you!"
5230,"At once, from the entrance you can see the terrible dirt and wear and tear of the building, the incredibly dirty stairwell, old carpets, a terrible lift. The price is absolutely inadequate to the conditions. Rooms although cleaner than the hall do not encourage. Instead of a shower cubicle curtains (unlike in the pictures of the official object) I do NOT recommend"
5231,"My health problems started in 2007. Initially I was looking for help in conventional medicine, but unfortunately it did not bring me any relief. The health problems were really big and painful. In 2011 I was diagnosed with multiple sclerosis - an incurable disease in Western medicine. In the meantime somebody told me about acupuncture, dared me, benefited me and convinced me on my own skin that this is something wonderful. He used em to use acupuncture with a few people, but nobody helped me like Dr. Nguyen Van Tuyen. He got 'em from the very beginning, as soon as he appeared in Poland in the beginning of 2014 and to this day I still go to the implantation treatments - Katgut . Compared to traditional acupuncture, this is a much better way of treatment because the doctor introduces short surgical threads into the body at the appropriate points on the human body (depending on our illness) . This treatment is repeated once a month, so it is much more convenient for the patient because in the traditional acupuncture treatments I went for 3, 4 times a week and here it is only once a month and in fact throughout the month are stimulated by the threads and not as in the traditional acupuncture only when there are needles. And now a few words about what I've been suffering from: serious immune problems, eternal colds, sinus pains, cross, buttocks, back, thighs, legs and chest pains. Today, thanks to the Implantation - Catgut method, I no longer have these problems and pains. I highly recommend Dr. med. Van Tuyen Nguyen is a man of great knowledge and skills. I recommend that you try this method at least once in order to assess the influence of Eastern medicine on your body. I don't know a better specialist."
5233,"Amazing doctor. His commitment is incredible. I've never met a doctor with as much empathy and kindness as Dr. Sarosiek. I called him in February that I have 15 cm of semen. He invited me to visit him the next day, Saturday (! ) because he said it couldn't wait. Throughout the whole period of treatment he took care of everything for me: referrals, examinations, doctors, stays in hospital. He told me to write to myself if I would run out of medicines or even feel worse. He said that the most important thing for him is to cure me. I admire him, where he gets his energy from. There are 40 people queuing for consultations and he doesn't refuse anyone. He treats everyone individually. Today the results came - I am healthy. He has guided me through the whole treatment as best as possible. Tomasz Sarosiek is the best doctor you can dream of and additionally he is a fantastic person."
5234,"The rooms at first glance are fine, however after a while you can see how much you need to improve. The cleanliness leaves a lot to be desired (fern on the carpet), the quality of service is mostly fine, however, not all the staff is friendly to the customer and treats him as an aggressor. The standard of the room is tragic, broken window sills, broken and not working lamps, outlying sockets. The price does not correspond to the offered standard, based on experiences from other 3 star hotels and guest houses."
5237,"Hotel very neglected. Our stay lasted 15 days. During this period the room was cleaned once, despite the intervention. Requests for cleaning made at the reception were not successful, only a conversation between the travel agent and the manager helped (one-time ""wipe"" of the floor). Towels exchanged daily, dusty, stored on trolleys that stood outside in a total mess (photo). Dirty linen, not replaced . Mattress on the bed stinking of fungus and moisture, the sofa in the room so dirty that we did not even sit on it. Often dirty glasses and glasses in restaurants and bars. Around 7 p.m. there was no hot water, and in the morning we had to wait for beach towels because there were not enough of them (a hotel not suitable for such a number of guests). Hotel staff not speaking English: neither the reception desk (except for one lady), nor the cleaning crew, nor the restaurant staff. The only plus: varied and tasty food."
5238,"Warimpex Finanz und Beteiligungs AG, a hotel and development company, is planning to sell its 50 per cent share in the InterContinental Hotel in Warsaw in 2012 for an amount above the carrying amount, the company announced in a press release. ""Today, the company has signed a sale agreement. The transaction is expected to be completed later this year. The planned sale exceeds the carrying amount. The transaction will have a very positive impact on the company's 2012 results and liquidity"". as shown in the message ."
5239,"In fact, maybe I won't say evaluate this restaurant because there aren't many things I've tried in it and I only evaluate it from a service point of view. At 1 p.m. 00 they tried to find a free table in it but they were all booked and the waiters found no other free place for us than the bar . They sat down, ordered us beer, wine, coffee, salads and started to watch us. Within 90 minutes, many potential guests passed through the restaurant, but because of the reservation, no one used its services. At the same time, within 90 minutes, the customers who booked it did not come to any table. O 14 . 30 we had to leave the restaurant and we don't know what time the whole show ended. I don't know what is the policy of this place but for me it is completely incomprehensible."
5240,"The Even Hotel, a branded hotel for guests who care about their health and fitness, will be opened in late 2014 in New York City. The first hotel created by InterContinental Hotels Group in February this year will have 230 rooms and will be located near Grand Central Station in central Manhattan. The hotel's rooms are designed for exercise and equipped with hypoallergenic linen and antibacterial wipes. The hotel will offer gyms for indoor and outdoor exercise, as well as a catering facility with a special healthy menu. There will also be conference rooms in the building. The investor is a developer company CWC , Inc . . IHG expects to sign 100 franchise or management agreements for running Even hotels on the key US markets within the next five years."
5241,"The nightmare here was a real nightmare for me and my husband ! ! ! ! The room had a strong feeling of mould, bedding, blanket, everything even though it seemed to be freshly painted. However, the worst thing was the fear, when at night in the adjoining rooms there were scenes of Dantean drunken bums, screams, threats! The company was very suspicious. Hearing it all, she just felt like running away from there in the middle of the night! ! ! With a hand on my heart I do not recommend, I strongly advise against it. There is a murky company going down there, and a man instead of resting is lying in fear at night. To this day we still remember with horror this unforgettable night, for no small price!"
5242,"We've never had to deal with such an arrogant and rude doctor. This lady and our 2-month-old daughter, suspected of immaturity of the nervous system, were taken to this lady. At the very beginning of the visit we were discouraged by a bored and offended doctor's face. Then it only got worse and worse. She accused us of carrying the baby wrongly and assumed in advance that the problems were due to my bad feeding technique. During the whole interview she treated us as bad parents whose mistakes made the child have such problems. At times, she undermined and mocked our knowledge of infant development. But the worst part was the research itself. This doctor doesn't have the right attitude towards children, she is so insensitive, that then it was hard for us to calm our daughter down. I'm surprised at this lady's approach, because the visit was private and we were not there for free. I don't recommend it to anyone and I don't wish to be in contact with this lady."
5243,"Now I will present - thanks to the help of Tambourine - 25 elements and properties which are indicated or even necessary for the website of our hotel to sell effectively. Read MORE > > > > 25 desired functionalities of the hotel's website - cz . 2 The choice of 25 functionalities comes from Tambourine, their development and description is my own. The hotel as a company has to make sure that it owns the domain of its hotel! It is necessary to renew it. That is why it is important that it is taken care of by trusted and professional people. If only because the ""offended"" employee does not want to forget to extend the domain or in an extreme situation, take over the ownership of the domain. What about the access to the domain data is very simple. The site must load in three or less seconds. After this time there is a good chance that the user will escape from it."
5244,"I don't know how you can take that doctor's hand out for more money, not to mention your actual health. My mother treated her for 4 years, 4 years going to private visits, giving her money to save her life. The doctor can never be found in the hospital, she runs all the time, hides in the doctor's room with all this company. She killed my mother by giving her morphine a year before she died, if it wasn't for the doctors at the Polish Mother's Memorial Hospital she would have died earlier. She didn't try to treat her, and still sent her to her husband's private service, where the description was never consistent with the facts, which unfortunately she found out too late. I don't recommend it, and I'm afraid, Doctor, it's terrible that such seriously ill people have to go to doctors like Dr. Zielinska or Dr. Pietraszek."
5245,"No revelation for me, but maybe I've got some kind of product missing. . . I have had the device since December and used it maybe with 5 times. Each time the apartment was smoky and stinky (like a burnt cable or something). The food can't be completely out of sight even for a moment because, due to the lack of temperature control, it burns quickly. As for the non-stick coating, my Panini probably gave it up - every time something sticks and cleaning the tiles is a nightmare. The only thing I can praise is the appearance ; - )"
5246,"From the very beginning the Czech film and water in the mouth of the staff. The hotel service except for the cleaning ladies at an embarrassing level, you have to pay for everything in advance before the service is provided and if you are dissatisfied with the quality and demand compensation, they refer you to the regulations in which it is said that everything is written and ""you had to read""? ! The reception desk is not competent in any way - they do not inform about anything rudely - they do not react to the problems of the customersParent manager of the hotel probably does not know what the name of her position means because her work cannot be called management In the hotel jacuzzi water at 30 degrees - after 4 days someone graciously reacted to our requests and raised the temperature to 34Lux rooms? ? ? Only by name they are a little bit bigger and that's the only thing that's weird about the daily cleaning in the rooms. Despite the strange smell - probably due to very poor ventilation - it's impossible to dry things on the beach because the radiator in the bathroom doesn't have an option to switch on if necessary Eating as much as it's okay - it's just weird that there is no menu for the daily dinner option - if you come to eat at 17, you have 50% of other, usually worse dishes than at 18-18. 30 (dinner till 19) and the staff never knows if for example the ribs that have just finished will still be or not. This hotel is NOT worth its price It should cost 50 / 60 % less than nowadays and then you can only wonder whether to go - I discourage you"
5247,"In most cases, the Doctor is really nice and pleasant. However, if she has no sense of humor, she's spraying and unpleasant. E.g. she refuses to perform an ultrasound of her ovaries for a fee because something has messed her up. She doesn't want to examine her breasts. She misinterprets the hormone test results. Advantage: she often sends for tests."
5248,"Course: Physics 1 Lecture , Physics 2 Lecture Will Go, but better to avoid [ / b ] A very humorous woman. Unfortunately, the classes in which she reads slides are not interesting, you can also download from the site and read by yourself at home. At the end of the course, the colloquium, or exam, usually heavy, and the grading system leaves much to be desired. I also recommend that you sign up elsewhere if you have a choice."
5249,"""Non-specific MMP inhibitors - 9 have been tested in other disease entities, such as . As a result, there is a large pool of drugs not tested for epilepsy. The aim of the project is to analyse such substances in the treatment of epileptogenesis,"" said the researcher . She added that it was planned to obtain the most promising substances and then to test their penetration through the blood-brain barrier and their inhibitory effect on the development of epilepsy in appropriate models. Dr Kozicka stressed that despite the introduction of a number of new antiepileptic drugs in recent years, still about 40% of patients remain drug-resistant. For these patients the search for new antiepileptic drugs seems to be the only way to control their epileptic seizures and enable them to function normally in society."
5250,"So we could use the general charm of Lidzbark in winter to a limited extent. The Castle has many attractions: a swimming pool, saunas, massages, fitness equipment, good cuisine, a lobby bar for evenings, a tower with a library, an inspiring adaptation of the facility for hotel needs, etc., etc. . . For the celebration of the common relationship a very good place (there is also a room for the little ones and the possibility of hiring a temporary babysitter for those who do not have anywhere to ""sell the children"" during the romantic trip; - )"
5251,"Amazing 3 days in the hotel, the staff took care of us exceptionally from the first minutes. The rooms are very clean and modern inside. The room ladies very forgiving when it comes to cleaning hours. The hotel has a lot of entertainment. Night club bowling, windsurfing school very clean lake beaches . Very modern spa with 4 types of jacuzzi 4 different saunas and salt wall . For active 3 swimming pools and many water attractions. Delicious food, very sophisticated dishes. All from local products. Restaurant and Hotel worth recommending for every occasion."
5253,"The hotel is generally well-kept, clean, probably one of the oldest in Krakow, but the facade of the building is being renovated, and the interior is very modern, especially in the lobby and restaurant. In the corridors between the rooms there is actually a little ""stinks of the Polish People's Republic"". But the rooms are relatively modern and new, the big downside is the small ""openness"" of the windows, because it is very hot in the room and the air conditioning does not work, which is a strong surprise in May. Service good. Breakfast is good, fairly rich, just a pity that there are no fizzy drinks just juices. Bus stop ""Przybyszewski"" in sight from the exit of the hotel via line 501 / 511 3 stops to the interchange center ""Plac Inwalidów"" . Location to the centre is far away from Kraków as it is in Bronowice. Generally I highly recommend this hotel. At the moment it is 3, 5 *, but after the ongoing renovations a strong 4 *."
5254,"Any such sales transaction transferred from an individual to an automated online sales process saves us time and resources. Paradoxically, we don't run away from contacting a visitor, but we have the opportunity to spend more time on the right service for people who really need it. Often the revenue management is associated with the price management itself. However, this is a more complex process. Especially for our online sales, we should consider it as a proper management of distribution channels. The main goal of course is to transfer sales to direct channels. Whether online or traditional ."
5255,"A private visit. She has no approach to babies. We were with a 4-month-old child. She did not say a word to her daughter, she did not smile. Treating the child objectively made him cry. Despite this condition, she did not interrupt the examination, did not wait for the sedation of her daughter. Therefore, I find the result of the examination unreliable. None of the questions asked were answered by me. Instead of advice, information, interest, we were referred to the hospital as a result of the doctor's ignorance. The doctor gave the impression that she was not talking, hurrying, not interested. I regret this visit."
5256,"She was visiting me with my daughter and I'm very unhappy. Another doctor focused on making money . He showed no interest on his part. He only looked at one place that had been changed to the child's body, the one she pointed out to me, and when she asked me to look at the other places, he said that today we are only looking at the one she pointed out to me first! I mean, with each spot I have to go to the next visit? ! He prescribed medications which, as it turned out after buying them, we cannot give to the child! Generally the doctor's tragedy ! I DO NOT RECOMMEND !"
5257,"Research will help to better understand certain mechanisms that lead to hypertension. Perhaps in the future this research will also help in the prevention and treatment of this disease. Wojciech Kopeć, a Polish PhD student at the University of Southern Denmark in Odense, together with his team studied the sodium and potassium pump, and especially one of the proteins that make it. ""It is present in all human cells. Its primary task is to properly maintain the difference of sodium and potassium ion concentrations inside and outside the cell,"" says Wojciech Kopeć in an interview with PAP. The task of a protein is to remove excess sodium from the cell and inject potassium into it. The researcher explains that a protein is so common and necessary that it seemed that any mutation in the gene encoding this protein would cause cell death."
5258,"He was generally able to do it. Unfortunately, after 11 months the vacuum cleaner went crazy. A little drive, a little bit of a squeak and either returns to the base or gets lost somewhere (room 20m2) and nothing comes out of vacuuming. Unfortunately, Secnor (sencor.pl) only services those Sencor vacuum cleaners that come from their distribution. Bought in Polish Internet shops unfortunately do not necessarily fall into this category. It is probably better to add to the proven solutions of serious manufacturers who can organize the service, or let go and sweep the broom."
5259,"A family holiday in this hotel is pure pleasure. Numerous swimming pools (some with heated water during the ""winter"" period), lots of greenery, enough sunbeds. An all-inclusive option is a sensational one! Throughout the whole stay something was happening every day so there was no question of boredom. The surrounding area is quite decent, nice cross-country trails. To the beach a little bit but a nice walk."
5260,"Two years in a row we were here for Christmas and New Year's Eve with a group of friends. The hotel is unrivalled. New, clean, fragrant. The cheapest, in Zakopane, Bialka, Bukowina or Poronin even guesthouses are more expensive. Here we have a large swimming pool (as for hotels in Zakopane) jacuzzi, bowling (two tracks), billiards. Meals (breakfast and dinner buffet) tasty and uncluttered. Restaurant a'la carte is some kind of madness (although the waiting time b . long) . The service is very friendly and nice. Rooms very large . Located very high up (it is worth having chains just in case), which makes the air here is sensational. Taxi to the center about 30zł (hotel guests have a permanent discount) . Next to the hotel, a cult regional restaurant "" 7koty "" On Christmas Eve - fusion cuisine - and each dish decorated with a different edible flower!"
5261,"She was in the economic part. Small rooms with a small bathroom, clean and tidy. A small TV and small towels but comfortable beds and despite the proximity of the motorway very quiet. Very tasty kitchen! I especially recommend regional dishes. Nice and helpful service. There were a lot of foreign language clients and they did not notice any communication problems. Both the reception desk and the restaurant staff speak English well. The hotel is situated on the outskirts of the city but at the A4 and it is about 15 minutes walk to the centre. There is a large shopping centre near the hotel. The surroundings of the hotel leave a lot to be desired: a strange courtyard parking lot, some hashes around, unpaved paths leading to nowhere, some fairy tales, architecture also some clumsy and looks more like a workers' hotel from the 80s but already inside is quite pleasant."
5263,"One of such important genes is the Dicer mouse gene, which Dr. Konopka has been researching for several years. This gene, whose analogue is found, among others, in the human genome, has its share in regulating the work of other genes and its activity is essential for the proper functioning of the cell. The Dicer gene cannot be switched off in zygotes, because it will prevent the proper development of embryos. However, scientists have developed a way to cut out a specific gene from the genome of a suitably genetically modified adult mouse using pharmacological means. ""The first mice in which the Dicer gene could be switched off at any time were given 'em a few years ago during a postdoctoral internship at the German Cancer Research Center in Heidelberg. Now we also produce them in the Animal Model Laboratory of our institute. But creating the animals themselves is only part of the work. If we want to conduct research with the help of mice, the animals must be properly characterized"" - points out Dr. Konopka ."
5264,"In 13 weeks of pregnancy the doctor recognized the sex of the child (girl), which was confirmed after the birth. The pregnancy was conducted super, although she was not an easy patient and often panicked, she trusted Mr. Doctor absolutely. I wish everyone such a doctor, to whom you can turn with any doubts, and to those women who are looking for advice on Internet forums I advise to change the doctor to one who has knowledge and experience. Thanks to this, I have been able to survive until the solution and my husband did not get neurosis? ? ? "" if I could put out 6 stars? ? ? ?"
5265,"We were dining with our husband and son a few days in a row just before the season, because we lived next door. We ate dinner sets. Average food. Two days in a row, a bottle of bottled water, the second day was fucked up. The child didn't want to eat it, a lot of small things were swimming there, weed, chopped garlic, etc., I also liked it on average. The soups from the set cooked ""on wine"" and some untypical ones - e.g. there was no tomato soup in the set, which we would gladly eat. Russian dumplings artificially yellow in the middle - why colored, I do not know. . . only tasty pigeons. Fries are hopeless and you never know how much you will pay for them - if you order a separate portion, because they weigh the portion they want. The service from the eastern border is not very easy to understand. There is no waitress service, you can't find a waitress service, you can't get a dish from the window. Menu contains dishes ""from sasa to las"". , Polish , Italian , fish . . . . .it's hard for them to have good food if they can't focus on a particular kitchen. Generally I am glad that in the second week of our stay we changed our eateries to a bar with typical homemade food (bar Szpilka mniam : - ) )"
5266,"I've been treating you for over two years. I have hypothyroidism. She seems to be a nice person on the level - but I witnessed the patients leaving the office talking to her and commenting on their behaviour behind their backs. At the beginning it was ok . Although the Doctor made one of the first visits when choosing contraceptive pills (earlier the gynecologist changed them twice as an experiment; she felt bad, she had e.g. dizziness). She said that in total we can do an accurate hormone test, as she put it, ""we'll do well, because normally she would pay m for these tests over 600 pounds. "" I won't even comment on such a statement to the patient. . . Anyway, I got a hypotension, she got a Letrox m, checked herself regularly and at one point it was time for the baby. After the checkups, the doctor said that we can act with the husband. We succeeded ""after the first approach"" and of course, being afraid of thyroid problems and complications because of that in the child, she asked the doctor if she would be able to lead me in pregnancy - she agreed. And well . . . . . .I'm 7 months old, even once I wasn't examined, I didn't have a cytology done. If she hadn't been seen by another doctor she probably wouldn't have had enough basic tests done by now. One of my visits lasted over half an hour - and she didn't have a chance to ask the doctor any questions because after 5 minutes she apologized politely and made a private phone call to a friend and talked to her for over 20 minutes in the meantime writing prescriptions and drawing the phrases on a piece of paper. Then she left the office with me with the phone at her ear, came up to the registration, stamped the prescriptions and said goodbye. I would like to add that under the office there was a crowd of patients. I confirm that she leaves the office and disappears for 15-20 minutes and then comes back with some friend under her arm, with whom she closes for half an hour, regardless of the fact that under the office there are women waiting for a few months earlier and often rushing to work. . . Recently, in her pregnancy card, she discovered with amazement that I am after infertility treatment - which never happened. . . . . .of course, she had my tests done, but she had no problem getting pregnant and she didn't take any medication either. . ."
5267,"The hotel is located quite far from the sea and has its own beach. The rooms are quite small, with an extra bed it gets quite cramped. The rooms are clean and comfortable despite their small size. Breakfast is not very tasty. Not very diversified. The hotel is more for a weekend trip than a family holiday."
5268,"I have 2 remarks to the doctor, notwithstanding his knowledge (on the basis of several visits we have made): - during several visits with about 15 minutes 10 consisted of a phone call, then rushed to write a prescription. . and the next one. - When my husband had a palpable heart after administering a desensitizer, it turned out that in the doctor's private office there was no efficient device for measuring blood pressure - since then she wore her own device for desensitizing just in case."
5269,"Maybe there are better places in the world and it is hard to find a place where people are as friendly and cordial as in Novotel Krakow City West. Already during the very welcome we were surprised by the cordiality of the service - we felt really like the people the hotel was waiting for. . . . At the reception desk, the very nice and smiling faces - Mrs. Ola : ) greetings, at the pool super - Mr. Marek was really very nice - he exchanged a few words for the safety of children. . . . . . .it was nice and pleasant. A very comfortable room - clean and well equipped - everything neat and nice. The location of the hotel - it is not in the center but something for something - the free bus went even on holidays. As far as breakfast is concerned - standard Novotel : ) but the staff is nice and very helpful - the waitresses are always smiling and resistant to children's whims : ) . Special thanks to Mr. Janusz - deputy chef - the guy with whom the conversation itself is a great pleasure, not to mention the omelets they make in the kitchen of the dog . in Krynica snow was already : ) . Bar very well equipped - it was nice to sit . Mrs. Ania - a very warm bartender person - the son even drew a laurel - we talked about various matters - all this made us want to go back to this place . Thank you ! ! ! I have Gold status in AccorLoyalitty . . . . . . . .I know the hotels of the chain. . .) I can safely say - one of the best hotels of the chain in which em was: )"
5270,"The room was unprepared despite an earlier check - in online, the room smelled of cigarettes although it was supposed to be for non-smokers, airing did not help. The windows were so dirty that it is a shame to comment. Parking space stinking of sewage and stuffy. I absolutely do not like the approach to the issue of parking charge - the charge per day does not mean that you pay for 24 hours only part of the hotel day. On the second day we parked at the competition and paid for the actual parking time. The room wasn't cleaned - the staff knocked on our door in the morning, told us that we were already leaving with the children and that she should come in about a minute. 15 minutes, unfortunately you did not come back. Despite paying in advance for the stay with breakfasts at departure, the receptionist wanted to charge me for breakfast - although she had a printed reservation on which there was a note to be paid 0 PLN - she did not know English? ? It's a good thing she had a picture of my reservation confirmation (in Polish) on my Iphone."
